"vuosi";"kunta18";"amuutto_lahto";"tyopaikka_muutto_lahto";"tyollistyy_muutto_lahto";"amuutto_tulo";"tyopaikka_muutto_tulo";"tyollistyy_muutto_tulo";"tyo_muutto_lahto";"tyo_muutto_tulo"
2009;564;5372;1047;740;5932;846;659;1787;1505
2009;576;95;12;13;73;14;6;25;20
2009;577;341;46;25;440;61;44;71;105
2009;578;187;15;19;122;17;19;34;36
2009;580;163;14;20;108;19;15;34;34
2009;581;178;26;16;146;22;15;42;37
2009;583;41;NA;NA;37;7;8;8;15
2009;584;100;13;12;42;8;5;25;13
2009;588;53;7;9;66;NA;NA;16;15
2009;592;114;7;15;154;11;11;22;22
2009;593;557;89;75;504;78;55;164;133
2009;595;129;11;18;84;13;5;29;18
2009;598;567;82;63;436;58;48;145;106
2009;599;233;22;31;213;34;16;53;50
2009;601;123;21;15;69;11;11;36;22
2009;604;667;88;65;849;120;51;153;171
2009;607;152;13;16;130;16;4;29;20
2009;608;96;8;15;63;NA;NA;23;10
2009;609;1990;347;211;2128;326;210;558;536
2009;611;173;23;17;185;27;13;40;40
2009;614;120;22;16;97;12;15;38;27
2009;615;247;33;33;173;26;12;66;38
2009;616;72;5;9;55;NA;NA;14;10
2009;619;102;7;6;75;11;6;13;17
2009;620;79;10;13;56;NA;NA;23;10
2009;623;80;10;14;46;NA;NA;24;9
2009;624;148;20;14;273;21;13;34;34
2009;625;76;10;8;82;9;5;18;14
2009;626;160;27;17;107;12;11;44;23
2009;630;77;19;8;35;NA;NA;27;5
2009;631;75;6;10;75;NA;NA;16;6
2009;635;196;34;27;223;27;16;61;43
2009;636;219;28;26;234;39;10;54;49
2009;638;1377;244;133;1423;223;133;377;356
2009;678;782;97;103;512;55;41;200;96
2009;680;1114;167;78;1031;140;86;245;226
2009;681;112;14;14;84;12;8;28;20
2009;683;154;20;17;104;9;8;37;17
2009;684;1062;166;134;940;144;111;300;255
2009;686;100;12;13;98;9;9;25;18
2009;687;55;7;5;50;9;5;12;14
2009;689;117;19;10;90;7;4;29;11
2009;691;60;15;8;73;8;10;23;18
2009;694;1153;229;90;1157;173;109;319;282
2009;697;57;6;8;48;NA;NA;14;15
2009;698;2033;388;302;2061;370;241;690;611
2009;700;193;24;28;185;19;14;52;33
2009;702;119;17;14;145;21;13;31;34
2009;704;168;23;21;191;32;19;44;51
2009;707;85;5;4;71;4;7;9;11
2009;710;693;106;56;720;120;55;162;175
2009;729;281;28;33;249;27;34;61;61
2009;732;125;14;22;76;NA;NA;36;15
2009;734;1288;210;140;1165;180;90;350;270
2009;736;59;6;7;63;NA;NA;13;11
2009;738;96;9;12;112;NA;NA;21;18
2009;739;119;15;16;82;17;8;31;25
2009;740;1126;200;169;981;158;75;369;233
2009;742;41;NA;NA;23;NA;NA;9;7
2009;743;1665;304;213;2035;308;249;517;557
2009;746;185;27;19;113;15;12;46;27
2009;747;56;4;7;54;NA;NA;11;6
2009;748;205;15;23;152;21;14;38;35
2009;749;844;114;92;793;121;70;206;191
2009;751;116;8;21;76;8;5;29;13
2009;753;659;112;60;684;86;36;172;122
2009;755;254;45;22;316;40;21;67;61
2009;758;266;54;27;189;41;23;81;64
2009;759;73;7;8;51;11;5;15;16
2009;761;237;30;22;210;24;13;52;37
2009;762;147;24;12;131;14;13;36;27
2009;765;290;40;34;270;57;25;74;82
2009;766;NA;NA;NA;4;NA;NA;NA;NA
2009;768;81;11;9;45;8;4;20;12
2009;771;31;NA;NA;27;NA;NA;7;NA
2009;777;192;20;22;166;18;25;42;43
2009;778;179;22;20;192;27;19;42;46
2009;781;157;18;17;106;11;7;35;18
2009;783;227;36;18;197;26;30;54;56
2009;785;111;8;12;68;NA;NA;20;15
2009;790;669;93;67;623;96;51;160;147
2009;791;202;24;29;136;24;12;53;36
2009;831;212;20;21;158;18;9;41;27
2009;832;134;13;14;79;8;10;27;18
2009;833;66;9;6;57;7;5;15;12
2009;834;240;23;29;213;34;16;52;50
2009;837;8999;1686;911;10193;1706;1196;2597;2902
2009;844;57;NA;NA;63;10;5;6;15
2009;845;91;12;12;85;15;11;24;26
2009;846;183;27;28;108;13;18;55;31
2009;848;188;21;14;132;13;12;35;25
2009;849;115;18;14;71;12;8;32;20
2009;850;75;17;11;77;NA;NA;28;12
2009;851;701;88;87;560;76;52;175;128
2009;853;7164;1325;704;7391;1188;896;2029;2084
2009;854;130;18;14;78;9;5;32;14
2009;857;80;8;8;90;5;6;16;11
2009;858;1621;237;120;1578;267;80;357;347
2009;859;264;34;38;269;30;20;72;50
2009;886;556;55;54;493;67;36;109;103
2009;887;181;32;25;161;21;5;57;26
2009;889;87;10;4;63;7;6;14;13
2009;890;71;NA;NA;57;16;9;11;25
2009;892;96;14;9;118;NA;NA;23;17
2009;893;117;14;13;94;11;14;27;25
2009;895;390;57;43;382;55;43;100;98
2009;905;2250;413;247;2338;429;290;660;719
2009;908;553;87;50;545;95;48;137;143
2009;911;80;16;7;57;6;4;23;10
2009;915;733;125;96;583;83;55;221;138
2009;918;94;15;7;62;NA;NA;22;13
2009;921;54;8;8;48;10;4;16;14
2009;922;151;17;14;202;18;13;31;31
2009;924;99;20;15;58;11;8;35;19
2009;925;143;18;16;97;16;6;34;22
2009;927;1125;183;87;1081;218;75;270;293
2009;931;204;20;29;127;21;14;49;35
2009;934;69;10;13;64;11;6;23;17
2009;935;100;17;10;97;10;9;27;19
2009;936;215;21;30;194;28;15;51;43
2009;941;15;NA;NA;8;NA;NA;4;NA
2009;946;137;23;8;126;9;9;31;18
2009;976;114;15;18;93;7;10;33;17
2009;977;546;96;67;512;77;49;163;126
2009;980;1165;138;125;1175;160;73;263;233
2009;981;88;10;14;62;15;8;24;23
2009;989;212;20;27;143;25;15;47;40
2009;992;573;67;63;472;62;28;130;90
2010;5;318;34;67;176;22;14;101;36
2010;9;89;14;16;79;14;8;30;22
2010;10;345;55;57;210;31;28;112;59
2010;16;313;49;44;309;32;36;93;68
2010;18;196;38;14;192;35;14;52;49
2010;19;161;26;26;189;25;16;52;41
2010;20;518;67;65;545;84;56;132;140
2010;35;24;NA;NA;19;NA;NA;5;4
2010;43;27;NA;NA;36;NA;NA;7;8
2010;46;54;10;10;68;6;6;20;12
2010;47;60;9;10;63;11;13;19;24
2010;49;10138;1736;985;10478;1927;1280;2721;3207
2010;50;318;37;35;271;41;37;72;78
2010;51;293;38;48;314;38;34;86;72
2010;52;75;15;10;56;10;7;25;17
2010;60;91;13;10;91;12;8;23;20
2010;61;626;102;81;704;93;103;183;196
2010;62;7;NA;NA;16;NA;NA;NA;7
2010;65;13;NA;NA;22;NA;NA;NA;NA
2010;69;248;37;46;172;27;20;83;47
2010;71;202;31;42;182;28;29;73;57
2010;72;33;NA;NA;38;NA;NA;8;5
2010;74;43;6;11;20;NA;NA;17;8
2010;75;486;68;67;435;67;47;135;114
2010;76;44;9;9;59;NA;NA;18;11
2010;77;147;15;12;164;27;13;27;40
2010;78;278;29;41;196;29;29;70;58
2010;79;253;33;35;262;24;33;68;57
2010;81;117;13;15;122;15;13;28;28
2010;82;402;62;53;418;55;31;115;86
2010;86;401;53;50;379;72;31;103;103
2010;90;118;16;14;105;17;9;30;26
2010;91;20302;3527;1615;22452;4474;3990;5142;8464
2010;92;9389;1588;865;9431;1694;1129;2453;2823
2010;97;79;11;5;95;11;9;16;20
2010;98;1012;144;135;1013;138;91;279;229
2010;99;62;9;12;45;6;7;21;13
2010;102;329;43;47;288;43;31;90;74
2010;103;88;16;13;78;13;5;29;18
2010;105;84;10;18;58;12;7;28;19
2010;106;1658;324;181;1675;333;185;505;518
2010;108;339;36;54;360;43;41;90;84
2010;109;2318;448;278;2562;458;313;726;771
2010;111;632;85;82;576;80;70;167;150
2010;139;292;31;38;300;28;32;69;60
2010;140;769;117;119;683;105;87;236;192
2010;142;193;30;27;173;26;18;57;44
2010;143;289;43;43;305;45;17;86;62
2010;145;391;61;64;408;42;48;125;90
2010;146;177;16;21;124;13;14;37;27
2010;148;283;58;35;220;48;25;93;73
2010;149;211;25;26;152;27;13;51;40
2010;151;43;6;6;34;4;5;12;9
2010;152;142;21;17;144;16;13;38;29
2010;153;811;123;119;711;85;89;242;174
2010;165;582;92;57;587;101;53;149;154
2010;167;2851;441;489;3193;448;404;930;852
2010;169;235;31;34;181;25;24;65;49
2010;170;159;18;14;166;22;11;32;33
2010;171;169;26;21;145;18;16;47;34
2010;172;155;25;27;143;13;15;52;28
2010;176;158;17;22;99;11;12;39;23
